日付,登録者名,業務区分,時間
2026/06/19,渡辺 優,情報探索・問い合わせ,2.0
2026/06/22,佐藤 健一,クライアント対応,0.5
2026/06/22,佐藤 健一,情報探索・問い合わせ,0.5
2026/06/22,佐藤 健一,申請・手続き・事務対応,0.5
2026/06/22,佐藤 健一,業務進行,1.5
2026/06/22,佐藤 健一,資料作成・確認,3.0
2026/06/22,佐藤 健一,会議・MTG（1オン1・相談）,1.0
2026/06/22,鈴木 美和,申請・手続き・事務対応,3.0
2026/06/22,鈴木 美和,会議・MTG（その他）,3.0
2026/06/22,鈴木 美和,情報探索・問い合わせ,2.0
2026/06/22,高橋 彼,その他,2.0
2026/06/22,高橋 彼,会議・MTG（その他）,1.5
2026/06/22,高橋 彼,情報探索・問い合わせ,1.5
2026/06/22,高橋 彼,申請・手続き・事務対応,1.0
2026/06/22,高橋 彼,その他,1.0
2026/06/22,田中 智,会議・MTG（その他）,1.0
2026/06/22,田中 智,申請・手続き・事務対応,1.5
2026/06/22,田中 智,資料作成・確認,1.0
2026/06/22,田中 智,情報探索・問い合わせ,1.5
2026/06/22,田中 智,データ集計・分析・考察・思考,0.5
2026/06/22,田中 智,会議・MTG（その他）,1.0
2026/06/22,田中 智,クライアント対応,1.5
2026/06/22,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/06/22,伊藤 儚,会議・MTG（意思決定）,1.5
2026/06/22,伊藤 儚,会議・MTG（意思決定）,2.0
2026/06/22,伊藤 儚,業務進行,2.0
2026/06/22,伊藤 儚,会議・MTG（その他）,1.0
2026/06/22,渡辺 優,資料作成・確認,2.0
2026/06/22,渡辺 優,業務進行,2.0
2026/06/22,渡辺 優,情報探索・問い合わせ,2.0
2026/06/22,渡辺 優,情報探索・問い合わせ,1.0
2026/06/23,佐藤 健一,申請・手続き・事務対応,0.5
2026/06/23,佐藤 健一,会議・MTG（情報共有・報告）,1.5
2026/06/23,佐藤 健一,会議・MTG（意思決定）,2.0
2026/06/23,佐藤 健一,会議・MTG（意思決定）,1.0
2026/06/23,佐藤 健一,業務進行,2.0
2026/06/23,鈴木 美和,その他,3.0
2026/06/23,鈴木 美和,申請・手続き・事務対応,1.0
2026/06/23,鈴木 美和,クライアント対応,0.5
2026/06/23,鈴木 美和,会議・MTG（1オン1・相談）,0.5
2026/06/23,鈴木 美和,資料作成・確認,1.0
2026/06/23,鈴木 美和,その他,2.0
2026/06/23,高橋 彼,会議・MTG（意思決定）,3.0
2026/06/23,高橋 彼,会議・MTG（問題解決）,3.0
2026/06/23,高橋 彼,情報探索・問い合わせ,1.5
2026/06/23,田中 智,会議・MTG（その他）,1.0
2026/06/23,田中 智,会議・MTG（情報共有・報告）,2.0
2026/06/23,田中 智,会議・MTG（情報共有・報告）,3.0
2026/06/23,田中 智,会議・MTG（意思決定）,1.5
2026/06/23,田中 智,会議・MTG（意思決定）,0.5
2026/06/23,田中 智,情報探索・問い合わせ,0.5
2026/06/23,伊藤 儚,会議・MTG（問題解決）,1.5
2026/06/23,伊藤 儚,業務進行,2.0
2026/06/23,伊藤 儚,クライアント対応,1.0
2026/06/23,伊藤 儚,資料作成・確認,2.0
2026/06/23,伊藤 儚,情報探索・問い合わせ,0.5
2026/06/23,渡辺 優,その他,3.0
2026/06/23,渡辺 優,情報探索・問い合わせ,1.0
2026/06/23,渡辺 優,申請・手続き・事務対応,2.0
2026/06/23,渡辺 優,その他,1.0
2026/06/24,佐藤 健一,会議・MTG（その他）,1.5
2026/06/24,佐藤 健一,情報探索・問い合わせ,1.5
2026/06/24,佐藤 健一,情報探索・問い合わせ,1.5
2026/06/24,佐藤 健一,その他,1.0
2026/06/24,佐藤 健一,情報探索・問い合わせ,1.5
2026/06/24,佐藤 健一,クライアント対応,1.0
2026/06/24,鈴木 美和,申請・手続き・事務対応,0.5
2026/06/24,鈴木 美和,その他,1.0
2026/06/24,鈴木 美和,会議・MTG（1オン1・相談）,2.0
2026/06/24,鈴木 美和,会議・MTG（その他）,1.5
2026/06/24,鈴木 美和,情報探索・問い合わせ,2.5
2026/06/24,高橋 彼,データ集計・分析・考察・思考,0.5
2026/06/24,高橋 彼,データ集計・分析・考察・思考,1.5
2026/06/24,高橋 彼,資料作成・確認,3.0
2026/06/24,高橋 彼,申請・手続き・事務対応,1.0
2026/06/24,高橋 彼,会議・MTG（意思決定）,1.0
2026/06/24,高橋 彼,会議・MTG（1オン1・相談）,0.5
2026/06/24,田中 智,業務進行,0.5
2026/06/24,田中 智,資料作成・確認,1.5
2026/06/24,田中 智,会議・MTG（意思決定）,3.0
2026/06/24,田中 智,申請・手続き・事務対応,0.5
2026/06/24,田中 智,資料作成・確認,2.0
2026/06/24,田中 智,会議・MTG（情報共有・報告）,1.0
2026/06/24,伊藤 儚,会議・MTG（その他）,1.0
2026/06/24,伊藤 儚,会議・MTG（1オン1・相談）,2.0
2026/06/24,伊藤 儚,会議・MTG（問題解決）,0.5
2026/06/24,伊藤 儚,クライアント対応,2.0
2026/06/24,伊藤 儚,申請・手続き・事務対応,1.5
2026/06/24,伊藤 儚,情報探索・問い合わせ,0.5
2026/06/24,渡辺 優,会議・MTG（情報共有・報告）,1.5
2026/06/24,渡辺 優,情報探索・問い合わせ,0.5
2026/06/24,渡辺 優,会議・MTG（情報共有・報告）,1.5
2026/06/24,渡辺 優,その他,3.0
2026/06/25,佐藤 健一,会議・MTG（意思決定）,0.5
2026/06/25,佐藤 健一,その他,1.0
2026/06/25,佐藤 健一,その他,1.5
2026/06/25,佐藤 健一,会議・MTG（その他）,3.0
2026/06/25,佐藤 健一,クライアント対応,1.5
2026/06/25,佐藤 健一,その他,1.0
2026/06/25,鈴木 美和,クライアント対応,1.5
2026/06/25,鈴木 美和,申請・手続き・事務対応,1.5
2026/06/25,鈴木 美和,会議・MTG（その他）,3.0
2026/06/25,鈴木 美和,申請・手続き・事務対応,1.0
2026/06/25,高橋 彼,データ集計・分析・考察・思考,1.5
2026/06/25,高橋 彼,業務進行,0.5
2026/06/25,高橋 彼,会議・MTG（情報共有・報告）,2.0
2026/06/25,高橋 彼,データ集計・分析・考察・思考,2.0
2026/06/25,高橋 彼,会議・MTG（意思決定）,0.5
2026/06/25,高橋 彼,会議・MTG（情報共有・報告）,0.5
2026/06/25,田中 智,業務進行,3.0
2026/06/25,田中 智,情報探索・問い合わせ,1.0
2026/06/25,田中 智,会議・MTG（情報共有・報告）,3.0
2026/06/25,田中 智,会議・MTG（意思決定）,1.0
2026/06/25,伊藤 儚,資料作成・確認,1.0
2026/06/25,伊藤 儚,会議・MTG（情報共有・報告）,0.5
2026/06/25,伊藤 儚,その他,0.5
2026/06/25,伊藤 儚,業務進行,1.0
2026/06/25,伊藤 儚,会議・MTG（その他）,1.5
2026/06/25,伊藤 儚,データ集計・分析・考察・思考,2.0
2026/06/25,伊藤 儚,業務進行,1.5
2026/06/25,渡辺 優,業務進行,0.5
2026/06/25,渡辺 優,その他,0.5
2026/06/25,渡辺 優,クライアント対応,2.0
2026/06/25,渡辺 優,会議・MTG（意思決定）,2.0
2026/06/25,渡辺 優,情報探索・問い合わせ,3.0
2026/06/25,渡辺 優,クライアント対応,0.5
2026/06/26,佐藤 健一,会議・MTG（その他）,0.5
2026/06/26,佐藤 健一,クライアント対応,1.0
2026/06/26,佐藤 健一,データ集計・分析・考察・思考,0.5
2026/06/26,佐藤 健一,データ集計・分析・考察・思考,0.5
2026/06/26,佐藤 健一,申請・手続き・事務対応,1.0
2026/06/26,佐藤 健一,資料作成・確認,3.0
2026/06/26,佐藤 健一,情報探索・問い合わせ,0.5
2026/06/26,佐藤 健一,会議・MTG（情報共有・報告）,0.5
2026/06/26,鈴木 美和,クライアント対応,3.0
2026/06/26,鈴木 美和,会議・MTG（情報共有・報告）,1.5
2026/06/26,鈴木 美和,データ集計・分析・考察・思考,0.5
2026/06/26,鈴木 美和,会議・MTG（問題解決）,2.0
2026/06/26,高橋 彼,会議・MTG（意思決定）,3.0
2026/06/26,高橋 彼,会議・MTG（問題解決）,3.0
2026/06/26,高橋 彼,クライアント対応,1.0
2026/06/26,田中 智,会議・MTG（情報共有・報告）,1.0
2026/06/26,田中 智,会議・MTG（その他）,1.5
2026/06/26,田中 智,その他,2.0
2026/06/26,田中 智,その他,2.0
2026/06/26,田中 智,申請・手続き・事務対応,1.5
2026/06/26,伊藤 儚,業務進行,3.0
2026/06/26,伊藤 儚,業務進行,0.5
2026/06/26,伊藤 儚,会議・MTG（その他）,1.5
2026/06/26,伊藤 儚,クライアント対応,1.5
2026/06/26,渡辺 優,申請・手続き・事務対応,1.0
2026/06/26,渡辺 優,申請・手続き・事務対応,0.5
2026/06/26,渡辺 優,データ集計・分析・考察・思考,2.0
2026/06/26,渡辺 優,その他,1.5
2026/06/26,渡辺 優,会議・MTG（1オン1・相談）,2.5
2026/06/29,佐藤 健一,会議・MTG（情報共有・報告）,2.0
2026/06/29,佐藤 健一,その他,3.0
2026/06/29,佐藤 健一,資料作成・確認,2.0
2026/06/29,佐藤 健一,情報探索・問い合わせ,1.0
2026/06/29,鈴木 美和,業務進行,1.0
2026/06/29,鈴木 美和,クライアント対応,0.5
2026/06/29,鈴木 美和,会議・MTG（問題解決）,3.0
2026/06/29,鈴木 美和,会議・MTG（1オン1・相談）,0.5
2026/06/29,鈴木 美和,その他,2.5
2026/06/29,高橋 彼,会議・MTG（その他）,2.0
2026/06/29,高橋 彼,データ集計・分析・考察・思考,1.0
2026/06/29,高橋 彼,申請・手続き・事務対応,1.0
2026/06/29,高橋 彼,申請・手続き・事務対応,1.5
2026/06/29,高橋 彼,その他,2.0
2026/06/29,田中 智,クライアント対応,0.5
2026/06/29,田中 智,申請・手続き・事務対応,1.5
2026/06/29,田中 智,会議・MTG（その他）,2.0
2026/06/29,田中 智,申請・手続き・事務対応,1.5
2026/06/29,田中 智,会議・MTG（情報共有・報告）,1.5
2026/06/29,伊藤 儚,その他,1.0
2026/06/29,伊藤 儚,業務進行,3.0
2026/06/29,伊藤 儚,会議・MTG（問題解決）,1.0
2026/06/29,伊藤 儚,会議・MTG（意思決定）,1.5
2026/06/29,渡辺 優,申請・手続き・事務対応,3.0
2026/06/29,渡辺 優,会議・MTG（その他）,0.5
2026/06/29,渡辺 優,データ集計・分析・考察・思考,2.0
2026/06/29,渡辺 優,その他,0.5
2026/06/29,渡辺 優,その他,2.0
2026/06/30,佐藤 健一,情報探索・問い合わせ,0.5
2026/06/30,佐藤 健一,情報探索・問い合わせ,2.0
2026/06/30,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/06/30,佐藤 健一,情報探索・問い合わせ,1.0
2026/06/30,佐藤 健一,クライアント対応,3.0
2026/06/30,佐藤 健一,会議・MTG（その他）,1.0
2026/06/30,佐藤 健一,会議・MTG（問題解決）,0.5
2026/06/30,鈴木 美和,会議・MTG（情報共有・報告）,0.5
2026/06/30,鈴木 美和,会議・MTG（1オン1・相談）,0.5
2026/06/30,鈴木 美和,資料作成・確認,2.0
2026/06/30,鈴木 美和,会議・MTG（その他）,1.5
2026/06/30,鈴木 美和,クライアント対応,1.5
2026/06/30,鈴木 美和,申請・手続き・事務対応,0.5
2026/06/30,鈴木 美和,申請・手続き・事務対応,1.5
2026/06/30,鈴木 美和,クライアント対応,0.5
2026/06/30,高橋 彼,会議・MTG（情報共有・報告）,1.0
2026/06/30,高橋 彼,会議・MTG（その他）,2.0
2026/06/30,高橋 彼,資料作成・確認,0.5
2026/06/30,高橋 彼,その他,0.5
2026/06/30,高橋 彼,会議・MTG（その他）,1.5
2026/06/30,高橋 彼,クライアント対応,1.5
2026/06/30,田中 智,申請・手続き・事務対応,0.5
2026/06/30,田中 智,クライアント対応,1.5
2026/06/30,田中 智,会議・MTG（その他）,0.5
2026/06/30,田中 智,データ集計・分析・考察・思考,1.5
2026/06/30,田中 智,業務進行,1.0
2026/06/30,田中 智,会議・MTG（その他）,1.0
2026/06/30,田中 智,会議・MTG（その他）,1.5
2026/06/30,田中 智,会議・MTG（1オン1・相談）,0.5
2026/06/30,伊藤 儚,申請・手続き・事務対応,1.5
2026/06/30,伊藤 儚,会議・MTG（意思決定）,2.0
2026/06/30,伊藤 儚,会議・MTG（1オン1・相談）,2.0
2026/06/30,伊藤 儚,その他,0.5
2026/06/30,伊藤 儚,その他,1.0
2026/06/30,伊藤 儚,資料作成・確認,1.0
2026/06/30,渡辺 優,会議・MTG（その他）,2.0
2026/06/30,渡辺 優,会議・MTG（問題解決）,1.0
2026/06/30,渡辺 優,会議・MTG（情報共有・報告）,2.0
2026/06/30,渡辺 優,データ集計・分析・考察・思考,1.5
2026/06/30,渡辺 優,申請・手続き・事務対応,2.0
2026/07/01,佐藤 健一,会議・MTG（1オン1・相談）,2.0
2026/07/01,佐藤 健一,会議・MTG（意思決定）,1.5
2026/07/01,佐藤 健一,会議・MTG（その他）,0.5
2026/07/01,佐藤 健一,会議・MTG（その他）,1.5
2026/07/01,佐藤 健一,会議・MTG（その他）,1.0
2026/07/01,佐藤 健一,データ集計・分析・考察・思考,1.0
2026/07/01,鈴木 美和,その他,3.0
2026/07/01,鈴木 美和,資料作成・確認,1.5
2026/07/01,鈴木 美和,情報探索・問い合わせ,3.0
2026/07/01,鈴木 美和,会議・MTG（その他）,0.5
2026/07/01,高橋 彼,データ集計・分析・考察・思考,3.0
2026/07/01,高橋 彼,申請・手続き・事務対応,3.0
2026/07/01,高橋 彼,その他,0.5
2026/07/01,田中 智,会議・MTG（意思決定）,0.5
2026/07/01,田中 智,申請・手続き・事務対応,1.0
2026/07/01,田中 智,会議・MTG（問題解決）,1.0
2026/07/01,田中 智,会議・MTG（問題解決）,0.5
2026/07/01,田中 智,会議・MTG（情報共有・報告）,3.0
2026/07/01,田中 智,クライアント対応,1.5
2026/07/01,田中 智,会議・MTG（問題解決）,1.0
2026/07/01,伊藤 儚,その他,1.5
2026/07/01,伊藤 儚,会議・MTG（情報共有・報告）,2.0
2026/07/01,伊藤 儚,情報探索・問い合わせ,1.5
2026/07/01,伊藤 儚,会議・MTG（情報共有・報告）,2.0
2026/07/01,伊藤 儚,会議・MTG（その他）,1.0
2026/07/01,渡辺 優,資料作成・確認,0.5
2026/07/01,渡辺 優,会議・MTG（問題解決）,1.0
2026/07/01,渡辺 優,会議・MTG（情報共有・報告）,3.0
2026/07/01,渡辺 優,資料作成・確認,0.5
2026/07/01,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/02,佐藤 健一,情報探索・問い合わせ,2.0
2026/07/02,佐藤 健一,データ集計・分析・考察・思考,2.0
2026/07/02,佐藤 健一,データ集計・分析・考察・思考,1.0
2026/07/02,佐藤 健一,業務進行,2.0
2026/07/02,佐藤 健一,データ集計・分析・考察・思考,1.0
2026/07/02,鈴木 美和,会議・MTG（その他）,1.0
2026/07/02,鈴木 美和,会議・MTG（1オン1・相談）,1.0
2026/07/02,鈴木 美和,会議・MTG（その他）,2.0
2026/07/02,鈴木 美和,クライアント対応,0.5
2026/07/02,鈴木 美和,業務進行,2.0
2026/07/02,鈴木 美和,データ集計・分析・考察・思考,1.0
2026/07/02,高橋 彼,会議・MTG（問題解決）,1.5
2026/07/02,高橋 彼,業務進行,2.0
2026/07/02,高橋 彼,その他,1.5
2026/07/02,高橋 彼,会議・MTG（1オン1・相談）,3.0
2026/07/02,田中 智,会議・MTG（意思決定）,1.5
2026/07/02,田中 智,会議・MTG（1オン1・相談）,0.5
2026/07/02,田中 智,会議・MTG（意思決定）,1.0
2026/07/02,田中 智,会議・MTG（情報共有・報告）,1.0
2026/07/02,田中 智,会議・MTG（意思決定）,1.0
2026/07/02,田中 智,その他,2.0
2026/07/02,伊藤 儚,会議・MTG（1オン1・相談）,0.5
2026/07/02,伊藤 儚,業務進行,1.5
2026/07/02,伊藤 儚,その他,1.5
2026/07/02,伊藤 儚,申請・手続き・事務対応,0.5
2026/07/02,伊藤 儚,クライアント対応,0.5
2026/07/02,伊藤 儚,申請・手続き・事務対応,1.0
2026/07/02,伊藤 儚,資料作成・確認,0.5
2026/07/02,伊藤 儚,会議・MTG（1オン1・相談）,0.5
2026/07/02,伊藤 儚,会議・MTG（1オン1・相談）,1.5
2026/07/02,伊藤 儚,クライアント対応,0.5
2026/07/02,渡辺 優,クライアント対応,1.0
2026/07/02,渡辺 優,資料作成・確認,3.0
2026/07/02,渡辺 優,申請・手続き・事務対応,0.5
2026/07/02,渡辺 優,業務進行,2.0
2026/07/03,佐藤 健一,会議・MTG（問題解決）,2.0
2026/07/03,佐藤 健一,申請・手続き・事務対応,2.0
2026/07/03,佐藤 健一,その他,3.0
2026/07/03,鈴木 美和,資料作成・確認,1.0
2026/07/03,鈴木 美和,業務進行,3.0
2026/07/03,鈴木 美和,会議・MTG（問題解決）,2.0
2026/07/03,鈴木 美和,会議・MTG（その他）,1.0
2026/07/03,高橋 彼,申請・手続き・事務対応,1.5
2026/07/03,高橋 彼,データ集計・分析・考察・思考,1.0
2026/07/03,高橋 彼,業務進行,1.0
2026/07/03,高橋 彼,会議・MTG（情報共有・報告）,1.5
2026/07/03,高橋 彼,会議・MTG（意思決定）,2.0
2026/07/03,田中 智,情報探索・問い合わせ,0.5
2026/07/03,田中 智,情報探索・問い合わせ,1.0
2026/07/03,田中 智,資料作成・確認,1.5
2026/07/03,田中 智,申請・手続き・事務対応,3.0
2026/07/03,田中 智,会議・MTG（意思決定）,1.0
2026/07/03,伊藤 儚,会議・MTG（情報共有・報告）,1.0
2026/07/03,伊藤 儚,業務進行,0.5
2026/07/03,伊藤 儚,会議・MTG（意思決定）,3.0
2026/07/03,伊藤 儚,会議・MTG（問題解決）,2.5
2026/07/03,渡辺 優,会議・MTG（意思決定）,3.0
2026/07/03,渡辺 優,会議・MTG（問題解決）,2.0
2026/07/03,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/03,渡辺 優,情報探索・問い合わせ,1.5
2026/07/06,佐藤 健一,会議・MTG（問題解決）,2.0
2026/07/06,佐藤 健一,その他,1.0
2026/07/06,佐藤 健一,クライアント対応,1.0
2026/07/06,佐藤 健一,会議・MTG（問題解決）,3.0
2026/07/06,鈴木 美和,申請・手続き・事務対応,3.0
2026/07/06,鈴木 美和,会議・MTG（情報共有・報告）,1.0
2026/07/06,鈴木 美和,会議・MTG（1オン1・相談）,0.5
2026/07/06,鈴木 美和,会議・MTG（1オン1・相談）,2.0
2026/07/06,鈴木 美和,クライアント対応,0.5
2026/07/06,高橋 彼,クライアント対応,3.0
2026/07/06,高橋 彼,会議・MTG（情報共有・報告）,2.0
2026/07/06,高橋 彼,クライアント対応,2.5
2026/07/06,田中 智,会議・MTG（情報共有・報告）,0.5
2026/07/06,田中 智,会議・MTG（意思決定）,2.0
2026/07/06,田中 智,会議・MTG（その他）,3.0
2026/07/06,田中 智,クライアント対応,1.0
2026/07/06,田中 智,業務進行,2.0
2026/07/06,伊藤 儚,会議・MTG（1オン1・相談）,3.0
2026/07/06,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/06,伊藤 儚,その他,1.5
2026/07/06,伊藤 儚,会議・MTG（情報共有・報告）,1.5
2026/07/06,伊藤 儚,その他,1.5
2026/07/06,伊藤 儚,クライアント対応,0.5
2026/07/06,渡辺 優,会議・MTG（1オン1・相談）,3.0
2026/07/06,渡辺 優,会議・MTG（その他）,1.0
2026/07/06,渡辺 優,会議・MTG（1オン1・相談）,2.0
2026/07/06,渡辺 優,会議・MTG（1オン1・相談）,2.0
2026/07/07,佐藤 健一,会議・MTG（情報共有・報告）,0.5
2026/07/07,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/07,佐藤 健一,クライアント対応,0.5
2026/07/07,佐藤 健一,情報探索・問い合わせ,0.5
2026/07/07,佐藤 健一,会議・MTG（意思決定）,0.5
2026/07/07,佐藤 健一,その他,3.0
2026/07/07,佐藤 健一,会議・MTG（その他）,3.0
2026/07/07,鈴木 美和,会議・MTG（その他）,2.0
2026/07/07,鈴木 美和,業務進行,1.0
2026/07/07,鈴木 美和,データ集計・分析・考察・思考,0.5
2026/07/07,鈴木 美和,クライアント対応,1.0
2026/07/07,鈴木 美和,その他,2.0
2026/07/07,鈴木 美和,情報探索・問い合わせ,0.5
2026/07/07,鈴木 美和,資料作成・確認,0.5
2026/07/07,高橋 彼,データ集計・分析・考察・思考,1.0
2026/07/07,高橋 彼,資料作成・確認,3.0
2026/07/07,高橋 彼,会議・MTG（情報共有・報告）,2.0
2026/07/07,高橋 彼,会議・MTG（意思決定）,0.5
2026/07/07,高橋 彼,会議・MTG（情報共有・報告）,0.5
2026/07/07,田中 智,資料作成・確認,3.0
2026/07/07,田中 智,会議・MTG（1オン1・相談）,0.5
2026/07/07,田中 智,会議・MTG（意思決定）,1.0
2026/07/07,田中 智,申請・手続き・事務対応,1.5
2026/07/07,田中 智,会議・MTG（情報共有・報告）,1.5
2026/07/07,伊藤 儚,業務進行,2.0
2026/07/07,伊藤 儚,クライアント対応,1.0
2026/07/07,伊藤 儚,資料作成・確認,2.0
2026/07/07,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/07,伊藤 儚,会議・MTG（問題解決）,1.5
2026/07/07,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/07,渡辺 優,データ集計・分析・考察・思考,2.0
2026/07/07,渡辺 優,申請・手続き・事務対応,0.5
2026/07/07,渡辺 優,資料作成・確認,3.0
2026/07/07,渡辺 優,資料作成・確認,0.5
2026/07/08,佐藤 健一,申請・手続き・事務対応,1.5
2026/07/08,佐藤 健一,資料作成・確認,1.0
2026/07/08,佐藤 健一,会議・MTG（1オン1・相談）,0.5
2026/07/08,佐藤 健一,クライアント対応,1.0
2026/07/08,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/08,佐藤 健一,クライアント対応,1.0
2026/07/08,佐藤 健一,会議・MTG（意思決定）,1.5
2026/07/08,鈴木 美和,情報探索・問い合わせ,1.0
2026/07/08,鈴木 美和,申請・手続き・事務対応,1.0
2026/07/08,鈴木 美和,業務進行,3.0
2026/07/08,鈴木 美和,クライアント対応,1.5
2026/07/08,鈴木 美和,会議・MTG（その他）,1.0
2026/07/08,高橋 彼,会議・MTG（情報共有・報告）,0.5
2026/07/08,高橋 彼,情報探索・問い合わせ,3.0
2026/07/08,高橋 彼,会議・MTG（1オン1・相談）,2.0
2026/07/08,高橋 彼,会議・MTG（意思決定）,1.0
2026/07/08,高橋 彼,その他,0.5
2026/07/08,高橋 彼,データ集計・分析・考察・思考,1.0
2026/07/08,田中 智,その他,1.5
2026/07/08,田中 智,会議・MTG（問題解決）,1.5
2026/07/08,田中 智,資料作成・確認,0.5
2026/07/08,田中 智,会議・MTG（意思決定）,2.0
2026/07/08,田中 智,情報探索・問い合わせ,1.0
2026/07/08,伊藤 儚,会議・MTG（その他）,1.0
2026/07/08,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/08,伊藤 儚,会議・MTG（意思決定）,2.0
2026/07/08,伊藤 儚,クライアント対応,1.0
2026/07/08,伊藤 儚,会議・MTG（情報共有・報告）,1.5
2026/07/08,伊藤 儚,会議・MTG（問題解決）,1.0
2026/07/08,伊藤 儚,情報探索・問い合わせ,1.0
2026/07/08,渡辺 優,資料作成・確認,2.0
2026/07/08,渡辺 優,会議・MTG（問題解決）,2.0
2026/07/08,渡辺 優,データ集計・分析・考察・思考,1.0
2026/07/08,渡辺 優,資料作成・確認,3.0
2026/07/09,佐藤 健一,情報探索・問い合わせ,1.0
2026/07/09,佐藤 健一,会議・MTG（意思決定）,3.0
2026/07/09,佐藤 健一,データ集計・分析・考察・思考,3.0
2026/07/09,佐藤 健一,その他,0.5
2026/07/09,鈴木 美和,業務進行,0.5
2026/07/09,鈴木 美和,会議・MTG（その他）,3.0
2026/07/09,鈴木 美和,会議・MTG（問題解決）,0.5
2026/07/09,鈴木 美和,申請・手続き・事務対応,1.0
2026/07/09,鈴木 美和,情報探索・問い合わせ,0.5
2026/07/09,鈴木 美和,業務進行,2.0
2026/07/09,鈴木 美和,データ集計・分析・考察・思考,0.5
2026/07/09,高橋 彼,申請・手続き・事務対応,2.0
2026/07/09,高橋 彼,その他,3.0
2026/07/09,高橋 彼,情報探索・問い合わせ,2.0
2026/07/09,田中 智,その他,2.0
2026/07/09,田中 智,会議・MTG（その他）,1.0
2026/07/09,田中 智,その他,0.5
2026/07/09,田中 智,会議・MTG（1オン1・相談）,3.0
2026/07/09,田中 智,情報探索・問い合わせ,1.0
2026/07/09,田中 智,会議・MTG（その他）,0.5
2026/07/09,伊藤 儚,会議・MTG（意思決定）,1.0
2026/07/09,伊藤 儚,会議・MTG（問題解決）,0.5
2026/07/09,伊藤 儚,会議・MTG（意思決定）,1.0
2026/07/09,伊藤 儚,資料作成・確認,2.0
2026/07/09,伊藤 儚,クライアント対応,0.5
2026/07/09,伊藤 儚,申請・手続き・事務対応,1.0
2026/07/09,伊藤 儚,資料作成・確認,1.5
2026/07/09,伊藤 儚,申請・手続き・事務対応,1.0
2026/07/09,渡辺 優,その他,0.5
2026/07/09,渡辺 優,会議・MTG（その他）,1.0
2026/07/09,渡辺 優,その他,3.0
2026/07/09,渡辺 優,会議・MTG（情報共有・報告）,2.0
2026/07/09,渡辺 優,会議・MTG（意思決定）,1.5
2026/07/10,佐藤 健一,申請・手続き・事務対応,0.5
2026/07/10,佐藤 健一,会議・MTG（問題解決）,1.0
2026/07/10,佐藤 健一,会議・MTG（その他）,2.0
2026/07/10,佐藤 健一,業務進行,1.5
2026/07/10,佐藤 健一,会議・MTG（1オン1・相談）,1.5
2026/07/10,佐藤 健一,会議・MTG（意思決定）,0.5
2026/07/10,鈴木 美和,会議・MTG（問題解決）,2.0
2026/07/10,鈴木 美和,会議・MTG（意思決定）,3.0
2026/07/10,鈴木 美和,その他,2.0
2026/07/10,鈴木 美和,会議・MTG（問題解決）,1.5
2026/07/10,高橋 彼,情報探索・問い合わせ,1.5
2026/07/10,高橋 彼,会議・MTG（情報共有・報告）,1.5
2026/07/10,高橋 彼,会議・MTG（情報共有・報告）,1.0
2026/07/10,高橋 彼,申請・手続き・事務対応,2.0
2026/07/10,高橋 彼,会議・MTG（1オン1・相談）,1.5
2026/07/10,高橋 彼,会議・MTG（問題解決）,1.0
2026/07/10,田中 智,会議・MTG（問題解決）,1.5
2026/07/10,田中 智,資料作成・確認,1.5
2026/07/10,田中 智,その他,3.0
2026/07/10,田中 智,データ集計・分析・考察・思考,1.5
2026/07/10,田中 智,情報探索・問い合わせ,0.5
2026/07/10,伊藤 儚,会議・MTG（その他）,2.0
2026/07/10,伊藤 儚,情報探索・問い合わせ,2.0
2026/07/10,伊藤 儚,業務進行,1.0
2026/07/10,伊藤 儚,会議・MTG（その他）,3.0
2026/07/10,伊藤 儚,会議・MTG（意思決定）,0.5
2026/07/10,渡辺 優,データ集計・分析・考察・思考,2.0
2026/07/10,渡辺 優,会議・MTG（その他）,2.0
2026/07/10,渡辺 優,会議・MTG（1オン1・相談）,1.5
2026/07/10,渡辺 優,申請・手続き・事務対応,2.5
2026/07/13,佐藤 健一,クライアント対応,0.5
2026/07/13,佐藤 健一,データ集計・分析・考察・思考,1.5
2026/07/13,佐藤 健一,会議・MTG（その他）,1.0
2026/07/13,佐藤 健一,会議・MTG（意思決定）,2.0
2026/07/13,佐藤 健一,業務進行,1.5
2026/07/13,鈴木 美和,業務進行,0.5
2026/07/13,鈴木 美和,業務進行,2.0
2026/07/13,鈴木 美和,業務進行,1.0
2026/07/13,鈴木 美和,データ集計・分析・考察・思考,3.0
2026/07/13,鈴木 美和,申請・手続き・事務対応,0.5
2026/07/13,高橋 彼,クライアント対応,2.0
2026/07/13,高橋 彼,会議・MTG（問題解決）,1.0
2026/07/13,高橋 彼,会議・MTG（情報共有・報告）,3.0
